Student_ID,CGPA,Aptitude_Score,Coding_Score,Communication_Score,Internship_Experience,Cluster_Label
8254,8.05,73,43,77,0,Needs Coding Improvement
8255,8.62,88,55,71,0,Needs Coding Improvement
8256,8.05,75,66,38,0,Needs Communication Improvement
8257,8.08,77,72,78,0,Placement Ready
8258,8.08,68,87,43,1,Needs Communication Improvement
8259,6.39,72,63,50,0,Needs Additional Training
8260,8.94,75,92,80,1,Placement Ready
8261,8.6,92,75,83,1,Placement Ready
8262,5.89,49,60,66,0,Needs Additional Training
8263,8.18,87,83,88,1,Placement Ready
8264,7.0,70,66,65,1,Needs Coding Improvement
8265,7.34,74,80,55,1,Needs Communication Improvement
8266,7.79,63,43,72,1,Needs Coding Improvement
8267,6.29,57,56,56,1,Needs Additional Training
8268,7.31,66,47,81,0,Needs Coding Improvement
8269,6.57,52,64,64,1,Needs Additional Training
8270,8.1,88,86,86,1,Placement Ready
8271,6.94,75,48,68,0,Needs Coding Improvement
8272,8.31,77,83,46,0,Needs Communication Improvement
8273,7.79,72,70,73,1,Needs Coding Improvement
8274,7.24,73,43,75,0,Needs Coding Improvement
8275,7.17,59,58,65,0,Needs Additional Training
8276,7.72,79,79,45,1,Needs Communication Improvement
8277,8.69,80,87,98,1,Placement Ready
8278,6.91,65,55,52,0,Needs Additional Training
8279,9.07,74,74,58,0,Needs Communication Improvement
8280,7.72,72,85,64,0,Needs Communication Improvement
8281,7.68,72,81,44,0,Needs Communication Improvement
8282,6.8,71,49,76,0,Needs Coding Improvement
8283,7.07,68,58,71,0,Needs Coding Improvement
8284,8.58,77,81,86,0,Placement Ready
8285,7.44,74,80,41,1,Needs Communication Improvement
8286,8.53,76,81,42,1,Needs Communication Improvement
8287,5.54,67,60,53,1,Needs Additional Training
8288,8.42,94,81,81,1,Placement Ready
8289,7.93,64,79,57,1,Needs Communication Improvement
8290,8.18,71,73,41,0,Needs Communication Improvement
8291,8.06,80,53,82,0,Needs Coding Improvement
8292,7.76,90,72,45,1,Needs Communication Improvement
8293,8.32,79,84,44,0,Needs Communication Improvement
8294,7.82,85,70,80,1,Placement Ready
8295,7.44,72,56,90,1,Needs Coding Improvement
8296,8.17,73,81,50,0,Needs Communication Improvement
8297,6.24,46,65,67,1,Needs Additional Training
8298,9.22,84,84,80,1,Placement Ready
8299,7.15,49,58,61,0,Needs Additional Training
8300,8.2,83,81,88,1,Placement Ready
8301,7.74,68,57,79,0,Needs Coding Improvement
8302,8.66,93,86,81,1,Placement Ready
8303,6.94,43,63,51,0,Needs Additional Training
8304,9.49,79,86,48,0,Needs Communication Improvement
8305,7.93,83,80,76,1,Placement Ready
8306,7.57,86,86,83,1,Placement Ready
8307,8.97,72,81,45,1,Needs Communication Improvement
8308,9.02,93,79,79,0,Placement Ready
8309,8.89,87,88,81,0,Placement Ready
8310,8.01,71,80,33,1,Needs Communication Improvement
8311,6.13,58,53,45,0,Needs Additional Training
8312,7.57,79,42,81,0,Needs Coding Improvement
8313,7.65,70,46,75,1,Needs Coding Improvement
8314,6.1,62,68,51,0,Needs Additional Training
8315,9.33,86,83,83,0,Placement Ready
8316,6.49,67,38,48,1,Needs Additional Training
8317,8.35,83,82,89,1,Placement Ready
8318,8.69,86,77,86,0,Placement Ready
8319,8.14,76,74,53,0,Needs Communication Improvement
8320,8.23,73,45,81,1,Needs Coding Improvement
8321,8.14,85,82,61,1,Needs Communication Improvement
8322,8.69,82,70,79,1,Placement Ready
8323,7.67,76,53,75,0,Needs Coding Improvement
8324,6.61,70,77,39,1,Needs Communication Improvement
8325,6.76,48,52,59,1,Needs Additional Training
8326,7.51,67,75,44,0,Needs Communication Improvement
8327,7.17,77,78,57,0,Needs Communication Improvement
8328,7.48,86,46,68,0,Needs Coding Improvement
8329,7.5,71,67,50,0,Needs Communication Improvement
8330,6.54,49,53,54,0,Needs Additional Training
8331,6.43,62,57,69,0,Needs Additional Training
8332,9.23,87,78,81,1,Placement Ready
8333,6.97,58,57,59,0,Needs Additional Training
8334,8.5,73,76,36,0,Needs Communication Improvement
8335,5.99,67,56,54,0,Needs Additional Training
8336,7.8,79,71,63,0,Needs Communication Improvement
8337,8.86,85,95,91,0,Placement Ready
8338,5.86,62,57,66,0,Needs Additional Training
8339,7.22,55,67,64,0,Needs Additional Training
8340,8.98,74,81,79,1,Placement Ready
8341,6.1,58,62,64,1,Needs Additional Training
8342,7.03,68,80,47,0,Needs Communication Improvement
8343,8.11,86,86,83,1,Placement Ready
8344,7.31,63,58,41,0,Needs Additional Training
8345,8.3,81,82,80,1,Placement Ready
8346,7.1,72,60,72,1,Needs Coding Improvement
8347,8.35,81,81,80,1,Placement Ready
8348,6.39,68,56,52,0,Needs Additional Training
8349,8.9,84,79,83,0,Placement Ready
8350,7.31,78,43,69,0,Needs Coding Improvement
8351,7.64,84,82,93,1,Placement Ready
8352,8.44,80,77,50,0,Needs Communication Improvement
8353,7.48,65,47,67,0,Needs Coding Improvement
8354,8.8,87,79,92,0,Placement Ready
8355,7.66,57,45,59,1,Needs Coding Improvement
8356,7.58,73,49,71,0,Needs Coding Improvement
8357,8.78,85,74,82,1,Placement Ready
8358,8.07,87,90,83,1,Placement Ready
8359,8.39,81,84,42,0,Needs Communication Improvement
8360,8.64,83,77,85,1,Placement Ready
8361,6.47,59,59,69,0,Needs Additional Training
8362,8.57,89,77,91,1,Placement Ready
8363,7.3,70,81,53,1,Needs Communication Improvement
8364,8.44,84,82,89,0,Placement Ready
8365,8.3,70,45,81,0,Needs Coding Improvement
8366,8.06,87,82,89,1,Placement Ready
8367,7.41,54,45,54,0,Needs Additional Training
8368,7.99,63,42,66,0,Needs Coding Improvement
8369,6.73,65,55,72,0,Needs Additional Training
8370,6.9,69,73,61,1,Needs Communication Improvement
8371,7.79,63,47,74,0,Needs Coding Improvement
8372,7.96,72,54,72,1,Needs Coding Improvement
8373,7.84,88,81,78,1,Placement Ready
8374,6.98,74,63,82,1,Needs Coding Improvement
8375,6.58,57,36,53,0,Needs Additional Training
8376,7.13,70,49,65,0,Needs Coding Improvement
8377,8.21,75,49,63,0,Needs Coding Improvement
8378,8.06,76,34,74,1,Needs Coding Improvement
8379,8.34,75,45,73,0,Needs Coding Improvement
8380,6.04,64,61,60,0,Needs Additional Training
8381,7.53,84,82,46,1,Needs Communication Improvement
8382,8.14,75,73,54,0,Needs Communication Improvement
8383,6.89,73,72,56,0,Needs Communication Improvement
8384,7.8,66,49,78,0,Needs Coding Improvement
8385,8.71,76,87,64,0,Needs Communication Improvement
8386,7.47,65,55,80,0,Needs Coding Improvement
8387,7.07,69,85,56,0,Needs Communication Improvement
8388,6.99,85,78,50,0,Needs Communication Improvement
8389,8.36,79,89,94,1,Placement Ready
8390,5.27,61,41,63,0,Needs Additional Training
8391,7.4,80,35,70,0,Needs Coding Improvement
8392,8.53,81,84,87,1,Placement Ready
8393,7.71,72,70,60,0,Needs Communication Improvement
8394,6.88,79,75,48,0,Needs Communication Improvement
8395,6.78,64,60,63,0,Needs Additional Training
8396,8.6,78,47,70,1,Needs Coding Improvement
8397,8.74,70,77,74,1,Placement Ready
8398,6.96,73,54,67,0,Needs Coding Improvement
8399,8.6,78,71,78,1,Placement Ready
8400,8.3,83,76,83,0,Placement Ready
8401,7.84,68,83,46,1,Needs Communication Improvement
8402,8.57,87,92,87,1,Placement Ready
8403,6.01,75,57,59,0,Needs Additional Training
8404,6.25,74,61,59,0,Needs Additional Training
8405,7.16,70,49,71,1,Needs Coding Improvement
8406,7.0,64,52,73,1,Needs Coding Improvement
8407,6.06,60,60,57,0,Needs Additional Training
8408,8.06,87,79,78,1,Placement Ready
8409,8.99,81,87,82,0,Placement Ready
8410,7.64,78,81,47,0,Needs Communication Improvement
8411,8.11,72,76,53,1,Needs Communication Improvement
8412,7.25,75,57,76,1,Needs Coding Improvement
8413,6.69,52,65,70,0,Needs Additional Training
8414,6.57,67,72,52,0,Needs Additional Training
8415,5.71,55,53,50,1,Needs Additional Training
8416,7.68,80,34,76,0,Needs Coding Improvement
8417,6.51,55,70,62,0,Needs Additional Training
8418,7.52,78,70,34,0,Needs Communication Improvement
8419,8.0,64,38,80,0,Needs Coding Improvement
8420,7.75,80,67,48,1,Needs Communication Improvement
8421,7.62,72,50,71,1,Needs Coding Improvement
8422,8.44,73,85,43,1,Needs Communication Improvement
8423,6.3,66,62,64,0,Needs Additional Training
8424,7.14,72,50,66,0,Needs Additional Training
8425,8.14,77,73,54,0,Needs Communication Improvement
8426,8.45,80,87,81,1,Placement Ready
8427,6.19,53,59,61,0,Needs Additional Training
8428,7.45,82,82,47,0,Needs Communication Improvement
8429,7.48,71,75,66,1,Needs Communication Improvement
8430,6.04,59,60,62,0,Needs Additional Training
8431,8.6,72,76,47,0,Needs Communication Improvement
8432,8.16,63,87,59,1,Needs Communication Improvement
8433,7.7,77,47,80,0,Needs Coding Improvement
8434,7.09,64,57,57,1,Needs Additional Training
8435,8.7,81,92,79,1,Placement Ready
8436,7.48,79,58,73,0,Needs Coding Improvement
8437,8.54,85,75,76,0,Placement Ready
8438,6.64,51,64,47,0,Needs Additional Training
8439,5.88,58,41,65,1,Needs Additional Training
8440,7.5,77,77,49,0,Needs Communication Improvement
8441,6.36,59,53,58,1,Needs Additional Training
8442,8.0,79,54,64,0,Needs Coding Improvement
8443,8.39,77,84,62,1,Needs Communication Improvement
8444,6.89,71,59,82,0,Needs Coding Improvement
8445,7.1,71,30,72,1,Needs Coding Improvement
8446,7.4,82,65,67,0,Needs Coding Improvement
8447,8.24,75,72,54,0,Needs Communication Improvement
8448,6.78,68,59,67,1,Needs Coding Improvement
8449,7.14,61,61,60,0,Needs Additional Training
8450,7.61,47,53,56,0,Needs Additional Training
8451,6.97,64,67,58,0,Needs Additional Training
8452,8.25,68,75,53,0,Needs Communication Improvement
8453,6.87,78,75,49,1,Needs Communication Improvement
8454,7.83,80,83,55,0,Needs Communication Improvement
8455,6.79,66,54,52,0,Needs Additional Training
8456,8.6,78,85,89,1,Placement Ready
8457,9.3,87,70,82,1,Placement Ready
8458,8.53,88,93,83,1,Placement Ready
8459,8.63,76,79,76,1,Placement Ready
8460,8.36,82,86,86,0,Placement Ready
8461,7.69,71,54,79,1,Needs Coding Improvement
8462,5.95,45,61,62,0,Needs Additional Training
8463,8.35,79,84,89,1,Placement Ready
8464,8.09,78,81,82,0,Placement Ready
8465,7.86,72,64,86,1,Needs Coding Improvement
8466,8.15,79,75,85,1,Placement Ready
8467,6.65,68,59,63,1,Needs Additional Training
8468,9.0,88,86,86,1,Placement Ready
8469,7.08,53,41,62,1,Needs Additional Training
8470,7.84,73,67,68,0,Needs Coding Improvement
8471,8.0,74,56,68,0,Needs Coding Improvement
8472,7.16,71,42,51,1,Needs Additional Training
8473,6.53,52,55,65,1,Needs Additional Training
8474,6.86,78,43,73,1,Needs Coding Improvement
8475,8.96,83,82,80,1,Placement Ready
8476,6.27,58,50,57,0,Needs Additional Training
8477,6.34,57,56,59,0,Needs Additional Training
8478,6.47,68,52,62,0,Needs Additional Training
8479,8.09,67,39,82,0,Needs Coding Improvement
8480,7.24,72,55,82,0,Needs Coding Improvement
8481,8.66,81,85,77,1,Placement Ready
8482,7.59,69,53,69,1,Needs Coding Improvement
8483,8.26,77,80,43,0,Needs Communication Improvement
8484,7.66,52,50,58,0,Needs Additional Training
8485,6.98,65,52,57,0,Needs Additional Training
8486,7.62,69,74,59,1,Needs Communication Improvement
8487,7.83,69,84,50,1,Needs Communication Improvement
8488,8.64,86,84,92,1,Placement Ready
8489,7.51,77,73,52,1,Needs Communication Improvement
8490,6.77,57,53,59,0,Needs Additional Training
8491,7.49,71,71,49,1,Needs Communication Improvement
8492,8.75,87,82,82,0,Placement Ready
8493,6.95,80,38,80,0,Needs Coding Improvement
8494,6.01,50,47,64,0,Needs Additional Training
8495,7.28,75,51,78,0,Needs Coding Improvement
8496,8.48,75,71,49,1,Needs Communication Improvement
8497,7.83,65,77,37,1,Needs Communication Improvement
8498,8.63,79,80,78,1,Placement Ready
8499,8.48,81,90,89,1,Placement Ready
8500,7.32,75,36,60,0,Needs Additional Training
8501,6.08,52,50,58,0,Needs Additional Training
8502,7.59,81,88,54,0,Needs Communication Improvement
8503,8.74,86,80,84,1,Placement Ready
8504,8.59,75,86,79,1,Placement Ready
8505,7.38,66,63,65,1,Needs Coding Improvement
8506,7.95,78,60,81,0,Needs Coding Improvement
8507,6.99,71,48,76,0,Needs Coding Improvement
8508,7.13,50,58,55,0,Needs Additional Training
8509,6.76,68,79,70,0,Needs Communication Improvement
8510,6.15,64,59,52,0,Needs Additional Training
8511,7.1,60,56,60,0,Needs Additional Training
8512,8.23,85,89,85,1,Placement Ready
8513,7.34,75,45,54,0,Needs Additional Training
8514,8.82,74,87,82,0,Placement Ready
8515,7.28,76,51,81,0,Needs Coding Improvement
8516,7.53,73,78,56,0,Needs Communication Improvement
8517,6.55,59,54,55,0,Needs Additional Training
8518,6.39,55,49,69,0,Needs Additional Training
8519,5.82,61,53,54,0,Needs Additional Training
8520,7.24,69,63,82,0,Needs Coding Improvement
8521,8.07,92,80,93,1,Placement Ready
8522,8.26,85,81,78,1,Placement Ready
8523,7.25,75,60,71,0,Needs Coding Improvement
8524,7.08,66,54,74,1,Needs Coding Improvement
8525,6.15,58,59,66,1,Needs Additional Training
8526,5.77,53,64,72,1,Needs Additional Training
8527,8.57,87,85,84,0,Placement Ready
8528,7.67,65,77,54,0,Needs Communication Improvement
8529,7.8,62,56,73,0,Needs Coding Improvement
8530,7.66,65,70,45,1,Needs Communication Improvement
8531,8.75,80,93,88,1,Placement Ready
8532,5.86,59,52,41,0,Needs Additional Training
8533,6.87,53,63,50,0,Needs Additional Training
8534,8.82,75,89,43,1,Needs Communication Improvement
8535,7.81,72,89,39,1,Needs Communication Improvement
8536,9.07,86,90,81,1,Placement Ready
8537,7.95,63,58,70,0,Needs Coding Improvement
8538,7.43,78,54,75,0,Needs Coding Improvement
8539,8.51,73,76,57,0,Needs Communication Improvement
8540,7.37,59,61,49,1,Needs Additional Training
8541,7.25,78,89,57,1,Needs Communication Improvement
8542,8.59,91,86,79,1,Placement Ready
8543,8.73,78,75,73,0,Placement Ready
8544,6.77,69,46,81,1,Needs Coding Improvement
8545,8.77,80,87,91,1,Placement Ready
8546,8.48,88,71,82,1,Placement Ready
8547,8.29,73,73,44,1,Needs Communication Improvement
8548,8.59,85,88,92,0,Placement Ready
8549,8.07,71,82,41,1,Needs Communication Improvement
8550,7.4,68,58,81,0,Needs Coding Improvement
8551,7.89,72,49,85,1,Needs Coding Improvement
8552,8.51,75,70,46,1,Needs Communication Improvement
8553,8.09,69,37,77,0,Needs Coding Improvement
8554,8.2,86,78,49,1,Needs Communication Improvement
8555,6.07,54,56,62,0,Needs Additional Training
8556,7.56,82,54,71,1,Needs Coding Improvement
8557,6.6,51,63,68,1,Needs Additional Training
8558,8.58,80,87,78,0,Placement Ready
8559,8.75,85,80,82,1,Placement Ready
8560,8.81,89,74,40,1,Needs Communication Improvement
8561,8.03,78,83,56,1,Needs Communication Improvement
8562,8.2,70,58,69,0,Needs Coding Improvement
8563,8.24,81,80,87,1,Placement Ready
8564,8.26,84,80,79,1,Placement Ready
8565,7.07,69,52,67,0,Needs Coding Improvement
8566,5.68,41,40,51,0,Needs Additional Training
8567,7.8,91,81,79,1,Placement Ready
8568,7.98,77,84,48,1,Needs Communication Improvement
8569,8.07,68,51,75,1,Needs Coding Improvement
8570,6.83,56,66,65,1,Needs Additional Training
8571,6.73,73,73,70,1,Needs Communication Improvement
8572,8.36,84,79,84,1,Placement Ready
8573,7.3,65,48,63,0,Needs Additional Training
8574,8.4,85,82,81,0,Placement Ready
8575,7.86,75,61,73,0,Needs Coding Improvement
8576,7.79,78,60,89,1,Needs Coding Improvement
8577,8.38,69,51,74,1,Needs Coding Improvement
8578,7.92,76,81,56,0,Needs Communication Improvement
8579,5.56,68,53,60,0,Needs Additional Training
8580,7.46,71,49,73,0,Needs Coding Improvement
8581,7.94,69,80,57,1,Needs Communication Improvement
8582,7.65,58,63,54,0,Needs Additional Training
8583,7.63,83,76,53,0,Needs Communication Improvement
8584,8.09,70,79,66,1,Needs Communication Improvement
8585,5.4,68,67,63,1,Needs Additional Training
8586,7.45,77,50,78,0,Needs Coding Improvement
8587,6.06,61,58,65,0,Needs Additional Training
8588,7.77,77,64,71,0,Needs Coding Improvement
8589,5.2,64,52,61,1,Needs Additional Training
8590,7.77,74,78,57,1,Needs Communication Improvement
8591,7.98,88,81,79,1,Placement Ready
8592,7.62,88,72,42,0,Needs Communication Improvement
8593,8.56,79,80,88,1,Placement Ready
8594,7.85,80,82,44,0,Needs Communication Improvement
8595,8.96,82,77,77,1,Placement Ready
8596,8.52,67,68,55,0,Needs Communication Improvement
8597,8.66,84,80,85,1,Placement Ready
8598,6.89,69,56,75,1,Needs Coding Improvement
8599,6.39,61,47,55,0,Needs Additional Training
8600,8.1,77,56,73,1,Needs Coding Improvement
8601,8.01,68,44,74,1,Needs Coding Improvement
8602,8.12,69,74,47,0,Needs Communication Improvement
8603,8.92,83,87,77,1,Placement Ready
8604,7.52,83,45,85,0,Needs Coding Improvement
8605,8.74,80,74,82,1,Placement Ready
8606,9.08,82,70,83,1,Placement Ready
8607,7.3,84,72,51,1,Needs Communication Improvement
8608,7.51,79,59,73,0,Needs Coding Improvement
8609,7.78,69,55,69,0,Needs Coding Improvement
8610,8.46,78,76,41,0,Needs Communication Improvement
8611,8.07,70,78,76,1,Placement Ready
8612,7.28,79,79,49,0,Needs Communication Improvement
8613,9.27,79,88,86,1,Placement Ready
8614,8.7,73,66,54,1,Needs Communication Improvement
8615,7.17,87,58,75,0,Needs Coding Improvement
8616,6.73,80,60,69,0,Needs Coding Improvement
8617,6.15,75,50,62,1,Needs Additional Training
8618,6.51,62,66,57,0,Needs Additional Training
8619,9.06,82,86,44,1,Needs Communication Improvement
8620,7.57,74,51,78,0,Needs Coding Improvement
8621,7.7,69,50,75,1,Needs Coding Improvement
8622,8.22,63,88,60,1,Needs Communication Improvement
8623,7.15,68,49,78,0,Needs Coding Improvement
8624,7.29,75,42,66,1,Needs Coding Improvement
8625,7.81,66,44,66,0,Needs Coding Improvement
8626,6.1,45,51,62,1,Needs Additional Training
8627,6.58,51,56,55,0,Needs Additional Training
8628,8.48,82,78,85,1,Placement Ready
8629,8.89,96,85,81,1,Placement Ready
8630,8.34,95,74,78,0,Placement Ready
8631,7.48,74,55,82,1,Needs Coding Improvement
8632,7.06,75,51,76,0,Needs Coding Improvement
8633,7.8,79,77,45,0,Needs Communication Improvement
8634,8.64,65,68,70,0,Needs Coding Improvement
8635,7.03,54,66,72,0,Needs Additional Training
8636,8.12,75,81,87,1,Placement Ready
8637,7.76,75,89,90,1,Placement Ready
8638,8.12,87,79,78,1,Placement Ready
8639,7.67,66,49,59,0,Needs Coding Improvement
8640,8.01,72,74,56,0,Needs Communication Improvement
8641,7.44,73,51,57,0,Needs Additional Training
8642,7.46,78,44,77,0,Needs Coding Improvement
8643,7.59,77,53,66,0,Needs Coding Improvement
8644,7.08,84,84,45,1,Needs Communication Improvement
8645,8.63,79,79,46,0,Needs Communication Improvement
8646,6.22,55,54,57,0,Needs Additional Training
8647,7.64,78,51,75,0,Needs Coding Improvement
8648,7.93,81,81,53,0,Needs Communication Improvement
8649,8.35,76,86,54,0,Needs Communication Improvement
8650,7.24,65,84,52,0,Needs Communication Improvement
8651,6.07,45,59,48,1,Needs Additional Training
8652,8.75,75,86,88,1,Placement Ready
8653,6.62,67,46,74,0,Needs Coding Improvement
8654,8.55,76,49,66,0,Needs Coding Improvement
8655,6.91,57,47,66,0,Needs Additional Training
8656,6.84,77,38,74,1,Needs Coding Improvement
8657,6.81,62,76,63,0,Needs Communication Improvement
8658,8.82,87,94,83,1,Placement Ready
8659,8.26,76,75,80,1,Placement Ready
8660,7.2,78,49,75,1,Needs Coding Improvement
8661,7.89,78,57,60,0,Needs Coding Improvement
8662,7.78,70,43,79,0,Needs Coding Improvement
8663,6.97,74,46,71,1,Needs Coding Improvement
8664,8.6,79,88,80,1,Placement Ready
8665,8.66,83,92,43,0,Needs Communication Improvement
8666,8.05,75,63,62,0,Needs Communication Improvement
8667,8.07,71,46,80,1,Needs Coding Improvement
8668,8.61,74,85,55,0,Needs Communication Improvement
8669,8.84,83,75,81,1,Placement Ready
8670,8.16,69,43,67,1,Needs Coding Improvement
8671,7.92,83,38,76,0,Needs Coding Improvement
8672,7.51,73,55,71,0,Needs Coding Improvement
8673,6.23,57,50,56,0,Needs Additional Training
8674,7.29,57,52,69,0,Needs Additional Training
8675,7.37,81,75,45,0,Needs Communication Improvement
8676,7.52,72,84,47,0,Needs Communication Improvement
8677,6.91,63,51,80,0,Needs Coding Improvement
8678,7.32,76,57,76,0,Needs Coding Improvement
8679,6.89,47,55,60,0,Needs Additional Training
8680,7.29,69,85,55,1,Needs Communication Improvement
8681,7.66,74,46,71,1,Needs Coding Improvement
8682,8.88,79,94,82,0,Placement Ready
8683,5.74,61,54,51,1,Needs Additional Training
8684,7.97,71,77,83,1,Placement Ready
8685,8.44,81,82,85,1,Placement Ready
8686,5.63,66,52,48,0,Needs Additional Training
8687,8.16,78,80,54,0,Needs Communication Improvement
8688,8.15,81,88,90,0,Placement Ready
8689,7.78,69,43,78,1,Needs Coding Improvement
8690,7.0,60,67,58,0,Needs Additional Training
8691,6.28,62,48,54,0,Needs Additional Training
8692,7.98,74,81,56,0,Needs Communication Improvement
8693,9.09,87,71,77,0,Placement Ready
8694,8.7,80,57,70,1,Needs Coding Improvement
8695,8.72,85,80,79,1,Placement Ready
8696,7.26,75,78,40,0,Needs Communication Improvement
8697,7.49,71,77,55,0,Needs Communication Improvement
8698,8.18,65,54,66,1,Needs Coding Improvement
8699,7.42,78,49,73,0,Needs Coding Improvement
8700,6.3,57,40,55,0,Needs Additional Training
8701,7.74,79,86,62,1,Needs Communication Improvement
8702,6.72,60,59,63,0,Needs Additional Training
8703,8.45,86,74,86,1,Placement Ready
8704,8.29,85,81,85,1,Placement Ready
8705,5.77,57,59,66,0,Needs Additional Training
8706,8.7,81,79,93,1,Placement Ready
8707,8.88,86,82,86,1,Placement Ready
8708,8.42,90,87,86,1,Placement Ready
8709,6.01,59,72,54,0,Needs Additional Training
8710,7.65,60,64,78,1,Needs Coding Improvement
8711,7.43,66,52,80,0,Needs Coding Improvement
8712,8.13,68,44,72,0,Needs Coding Improvement
8713,8.58,87,82,83,1,Placement Ready
8714,7.4,58,77,57,1,Needs Communication Improvement
8715,8.44,74,70,53,1,Needs Communication Improvement
8716,8.0,74,76,61,1,Needs Communication Improvement
8717,6.72,59,46,66,0,Needs Additional Training
8718,6.01,59,59,50,0,Needs Additional Training
8719,7.98,72,30,72,0,Needs Coding Improvement
8720,8.87,75,82,85,1,Placement Ready
8721,6.69,62,55,59,0,Needs Additional Training
8722,7.99,90,81,73,1,Placement Ready
8723,8.83,78,82,88,0,Placement Ready
8724,7.55,61,57,67,1,Needs Coding Improvement
8725,7.19,77,73,35,0,Needs Communication Improvement
8726,7.77,76,76,55,1,Needs Communication Improvement
8727,7.84,63,52,90,1,Needs Coding Improvement
8728,6.92,50,60,45,1,Needs Additional Training
8729,6.2,37,57,62,0,Needs Additional Training
8730,8.39,71,86,53,0,Needs Communication Improvement
8731,7.1,85,78,66,0,Needs Communication Improvement
8732,6.2,39,49,55,0,Needs Additional Training
8733,8.78,72,85,61,0,Needs Communication Improvement
8734,8.0,69,62,86,1,Needs Coding Improvement
8735,8.81,81,85,80,0,Placement Ready
8736,6.81,72,46,64,1,Needs Coding Improvement
8737,6.5,76,42,69,1,Needs Coding Improvement
8738,8.04,70,65,61,0,Needs Coding Improvement
8739,5.66,58,50,63,0,Needs Additional Training
8740,7.65,70,60,74,1,Needs Coding Improvement
8741,8.27,79,80,74,0,Placement Ready
8742,8.18,75,79,84,1,Placement Ready
8743,7.53,50,57,60,0,Needs Additional Training
8744,7.89,78,50,75,1,Needs Coding Improvement
8745,6.68,66,47,50,0,Needs Additional Training
8746,7.23,71,43,83,1,Needs Coding Improvement
8747,7.41,75,56,83,0,Needs Coding Improvement
8748,8.38,89,90,91,1,Placement Ready
8749,7.61,58,47,40,0,Needs Additional Training
8750,8.31,72,80,49,0,Needs Communication Improvement
8751,6.73,79,39,69,1,Needs Coding Improvement
8752,7.2,58,56,67,0,Needs Additional Training
8753,7.32,74,63,79,0,Needs Coding Improvement
8754,8.34,75,69,50,1,Needs Communication Improvement
8755,8.09,80,86,83,1,Placement Ready
8756,8.18,84,84,85,1,Placement Ready
8757,7.21,75,55,72,0,Needs Coding Improvement
8758,8.54,83,92,87,1,Placement Ready
8759,6.3,38,51,63,0,Needs Additional Training
8760,8.85,83,87,79,1,Placement Ready
8761,8.73,79,83,79,1,Placement Ready
8762,8.81,84,72,88,1,Placement Ready
8763,7.93,76,80,52,1,Needs Communication Improvement
8764,6.57,72,38,75,1,Needs Coding Improvement
8765,8.52,77,91,79,0,Placement Ready
8766,9.63,79,83,91,1,Placement Ready
8767,8.41,84,72,79,1,Placement Ready
8768,7.87,70,52,65,1,Needs Coding Improvement
8769,7.52,83,57,77,0,Needs Coding Improvement
8770,8.58,82,96,82,1,Placement Ready
8771,7.85,92,77,91,1,Placement Ready
8772,6.68,54,51,56,0,Needs Additional Training
8773,5.81,55,68,47,0,Needs Additional Training
8774,8.0,80,86,70,1,Placement Ready
8775,7.52,81,58,76,0,Needs Coding Improvement
8776,8.14,83,54,68,1,Needs Coding Improvement
8777,6.24,72,44,77,0,Needs Coding Improvement
8778,8.08,85,59,71,1,Needs Coding Improvement
8779,7.82,70,54,71,1,Needs Coding Improvement
8780,7.42,72,36,76,1,Needs Coding Improvement
8781,8.49,86,83,87,1,Placement Ready
8782,6.66,56,59,54,1,Needs Additional Training
8783,8.84,76,84,85,0,Placement Ready
8784,8.07,85,80,74,1,Placement Ready
8785,8.7,75,88,84,0,Placement Ready
8786,8.73,90,79,82,1,Placement Ready
8787,6.76,72,74,41,0,Needs Communication Improvement
8788,7.57,66,49,86,0,Needs Coding Improvement
8789,7.14,74,66,69,1,Needs Coding Improvement
8790,8.16,76,57,74,0,Needs Coding Improvement
8791,8.22,58,80,48,0,Needs Communication Improvement
8792,7.62,76,78,44,0,Needs Communication Improvement
8793,7.49,82,68,68,1,Needs Coding Improvement
8794,8.62,84,83,91,1,Placement Ready
8795,8.22,77,32,82,1,Needs Coding Improvement
8796,7.96,72,54,72,0,Needs Coding Improvement
8797,7.03,62,52,56,0,Needs Additional Training
8798,8.11,76,57,76,0,Needs Coding Improvement
8799,7.88,69,53,77,1,Needs Coding Improvement
8800,8.4,82,80,88,1,Placement Ready
8801,8.59,87,78,93,1,Placement Ready
8802,8.62,84,79,82,0,Placement Ready
8803,8.54,69,79,59,0,Needs Communication Improvement
8804,7.52,70,45,79,0,Needs Coding Improvement
8805,7.95,76,98,60,1,Needs Communication Improvement
8806,8.0,50,56,58,1,Needs Additional Training
8807,8.5,88,77,80,1,Placement Ready
8808,7.62,53,53,55,0,Needs Additional Training
8809,8.61,73,79,45,0,Needs Communication Improvement
8810,6.09,68,43,50,0,Needs Additional Training
8811,8.57,73,72,39,0,Needs Communication Improvement
8812,6.73,73,86,54,1,Needs Communication Improvement
8813,8.38,89,71,80,1,Placement Ready
8814,7.58,79,80,48,1,Needs Communication Improvement
8815,6.38,58,52,55,0,Needs Additional Training
8816,8.78,76,77,51,0,Needs Communication Improvement
8817,8.86,91,90,89,1,Placement Ready
8818,7.36,78,72,52,1,Needs Communication Improvement
8819,7.64,78,77,45,1,Needs Communication Improvement
8820,8.89,84,98,89,1,Placement Ready
8821,7.89,75,78,52,1,Needs Communication Improvement
